Appliance,Power_Watts,Usage_Hours_Daily,Quantity,Usage_Days_Monthly,Region,Income_Level,Household_Size,Total_kWh_Monthly,Tariff_Bracket,Estimated_Bill_RWF
Radio,8,3.56,1,27,Huye,Low,5,14.3,0-20 kWh,1272.7
Iron,885,1.28,1,6,Huye,Low,5,14.3,0-20 kWh,1272.7
Phone Charger,6,2.89,3,26,Huye,Low,5,14.3,0-20 kWh,1272.7
TV,66,2.81,1,29,Huye,Low,5,14.3,0-20 kWh,1272.7
LED Lamp,13,3.69,2,29,Huye,Low,4,31.32,21-50 kWh,5289.2
Fan,67,2.35,2,15,Huye,Low,4,31.32,21-50 kWh,5289.2
Iron,887,1.82,1,10,Huye,Low,4,31.32,21-50 kWh,5289.2
TV,127,2.24,1,27,Huye,Low,4,31.32,21-50 kWh,5289.2
Iron,1096,1.4,1,9,Kigali,Medium,5,219.46,50+ kWh,73610.74
Laptop,77,2.91,2,23,Kigali,Medium,5,219.46,50+ kWh,73610.74
Blender,359,0.59,1,14,Kigali,Medium,5,219.46,50+ kWh,73610.74
LED Lamp,6,7.67,4,29,Kigali,Medium,5,219.46,50+ kWh,73610.74
Electric Kettle,1377,1.19,1,30,Kigali,Medium,5,219.46,50+ kWh,73610.74
Phone Charger,10,4.89,3,30,Kigali,Medium,5,219.46,50+ kWh,73610.74
Refrigerator,171,24.0,1,30,Kigali,Medium,5,219.46,50+ kWh,73610.74
Washing Machine,693,1.66,1,9,Kigali,Medium,5,219.46,50+ kWh,73610.74
Phone Charger,11,2.86,3,25,Rusizi,Low,4,30.92,21-50 kWh,5165.2
Fan,52,2.41,1,30,Rusizi,Low,4,30.92,21-50 kWh,5165.2
Radio,8,4.51,1,30,Rusizi,Low,4,30.92,21-50 kWh,5165.2
Iron,987,1.6,1,4,Rusizi,Low,4,30.92,21-50 kWh,5165.2
LED Lamp,13,5.76,4,25,Rusizi,Low,4,30.92,21-50 kWh,5165.2
TV,70,4.72,1,30,Rusizi,Low,4,30.92,21-50 kWh,5165.2
Fan,44,7.14,2,21,Kigali,High,2,247.81,50+ kWh,84071.89
Electric Kettle,1457,1.54,1,25,Kigali,High,2,247.81,50+ kWh,84071.89
Iron,967,2.77,2,4,Kigali,High,2,247.81,50+ kWh,84071.89
Blender,479,0.89,1,18,Kigali,High,2,247.81,50+ kWh,84071.89
Washing Machine,662,1.52,1,7,Kigali,High,2,247.81,50+ kWh,84071.89
LED Lamp,11,6.66,6,26,Kigali,High,2,247.81,50+ kWh,84071.89
Laptop,58,6.55,1,23,Kigali,High,2,247.81,50+ kWh,84071.89
Refrigerator,160,24.0,1,30,Kigali,High,2,247.81,50+ kWh,84071.89
Phone Charger,13,6.0,3,30,Kigali,High,2,247.81,50+ kWh,84071.89
Phone Charger,11,3.52,3,26,Kigali,Low,7,33.07,21-50 kWh,5831.7
Radio,25,3.25,1,28,Kigali,Low,7,33.07,21-50 kWh,5831.7
TV,130,4.15,1,30,Kigali,Low,7,33.07,21-50 kWh,5831.7
Fan,61,3.17,2,30,Kigali,Low,7,33.07,21-50 kWh,5831.7
TV,104,5.3,1,30,Huye,Medium,2,27.9,21-50 kWh,4229.0
LED Lamp,10,6.07,4,27,Huye,Medium,2,27.9,21-50 kWh,4229.0
Iron,931,1.29,1,4,Huye,Medium,2,27.9,21-50 kWh,4229.0
TV,89,4.94,1,29,Kigali,Low,6,38.99,21-50 kWh,7666.9
Iron,1171,1.36,1,8,Kigali,Low,6,38.99,21-50 kWh,7666.9
Radio,8,4.73,1,27,Kigali,Low,6,38.99,21-50 kWh,7666.9
LED Lamp,14,4.08,4,26,Kigali,Low,6,38.99,21-50 kWh,7666.9
Fan,57,3.02,2,19,Kigali,Low,6,38.99,21-50 kWh,7666.9
Blender,512,0.89,1,12,Kigali,High,7,667.2,50+ kWh,238826.8
TV,121,6.39,1,26,Kigali,High,7,667.2,50+ kWh,238826.8
Refrigerator,144,24.0,2,30,Kigali,High,7,667.2,50+ kWh,238826.8
AC,1624,5.57,2,22,Kigali,High,7,667.2,50+ kWh,238826.8
Fan,57,5.18,3,28,Kigali,High,7,667.2,50+ kWh,238826.8
LED Lamp,8,7.58,7,27,Kigali,High,7,667.2,50+ kWh,238826.8
Refrigerator,158,24.0,1,30,Kigali,Medium,6,178.43,50+ kWh,58470.67
Electric Kettle,1162,1.33,1,24,Kigali,Medium,6,178.43,50+ kWh,58470.67
Laptop,45,3.68,1,21,Kigali,Medium,6,178.43,50+ kWh,58470.67
Phone Charger,8,4.95,3,30,Kigali,Medium,6,178.43,50+ kWh,58470.67
LED Lamp,9,4.71,6,25,Kigali,Medium,6,178.43,50+ kWh,58470.67
Iron,947,0.89,1,9,Kigali,Medium,6,178.43,50+ kWh,58470.67
Fan,68,3.23,1,30,Kigali,Medium,6,178.43,50+ kWh,58470.67
Laptop,79,5.86,1,26,Kigali,Medium,3,163.75,50+ kWh,53053.75
Refrigerator,170,24.0,1,30,Kigali,Medium,3,163.75,50+ kWh,53053.75
Iron,1061,2.38,1,6,Kigali,Medium,3,163.75,50+ kWh,53053.75
Fan,54,3.8,3,23,Kigali,Medium,3,163.75,50+ kWh,53053.75
Phone Charger,6,5.72,3,25,Rusizi,Medium,8,153.89,50+ kWh,49415.41
Laptop,80,2.21,1,22,Rusizi,Medium,8,153.89,50+ kWh,49415.41
Electric Kettle,1437,0.85,1,21,Rusizi,Medium,8,153.89,50+ kWh,49415.41
Refrigerator,128,24.0,1,30,Rusizi,Medium,8,153.89,50+ kWh,49415.41
LED Lamp,8,6.99,5,27,Rusizi,Medium,8,153.89,50+ kWh,49415.41
Blender,356,0.31,1,13,Rusizi,Medium,8,153.89,50+ kWh,49415.41
TV,59,4.83,1,26,Rusizi,Medium,8,153.89,50+ kWh,49415.41
Iron,822,2.3,1,7,Rusizi,Medium,8,153.89,50+ kWh,49415.41
LED Lamp,5,6.83,5,26,Kigali,Medium,3,159.73,50+ kWh,51570.37
Refrigerator,163,24.0,1,30,Kigali,Medium,3,159.73,50+ kWh,51570.37
Iron,939,2.42,1,4,Kigali,Medium,3,159.73,50+ kWh,51570.37
Phone Charger,15,5.34,3,30,Kigali,Medium,3,159.73,50+ kWh,51570.37
Blender,462,0.58,1,12,Kigali,Medium,3,159.73,50+ kWh,51570.37
Washing Machine,561,1.14,1,8,Kigali,Medium,3,159.73,50+ kWh,51570.37
Fan,63,3.12,2,20,Kigali,Medium,3,159.73,50+ kWh,51570.37
Laptop,45,5.25,1,23,Kigali,Medium,3,159.73,50+ kWh,51570.37
Phone Charger,10,2.44,2,25,Rusizi,Low,2,26.56,21-50 kWh,3813.6
Iron,1083,1.65,1,4,Rusizi,Low,2,26.56,21-50 kWh,3813.6
Radio,6,4.9,1,26,Rusizi,Low,2,26.56,21-50 kWh,3813.6
TV,79,4.82,1,26,Rusizi,Low,2,26.56,21-50 kWh,3813.6
LED Lamp,7,4.86,3,28,Rusizi,Low,2,26.56,21-50 kWh,3813.6
Fan,55,5.66,1,15,Rusizi,Low,2,26.56,21-50 kWh,3813.6
Iron,1179,2.41,1,11,Kigali,Medium,2,149.79,50+ kWh,47902.51
Fan,59,3.35,2,17,Kigali,Medium,2,149.79,50+ kWh,47902.51
Refrigerator,105,24.0,1,30,Kigali,Medium,2,149.79,50+ kWh,47902.51
Blender,312,0.8,1,19,Kigali,Medium,2,149.79,50+ kWh,47902.51
Radio,17,1.81,1,22,Kigali,Medium,2,149.79,50+ kWh,47902.51
LED Lamp,13,6.08,6,27,Kigali,Medium,2,149.79,50+ kWh,47902.51
Electric Kettle,1098,0.78,1,21,Kigali,Medium,2,149.79,50+ kWh,47902.51
Refrigerator,177,24.0,1,30,Muhanga,Medium,4,187.05,50+ kWh,61651.45
Electric Kettle,1079,0.97,1,29,Muhanga,Medium,4,187.05,50+ kWh,61651.45
LED Lamp,5,7.72,3,29,Muhanga,Medium,4,187.05,50+ kWh,61651.45
Laptop,90,3.06,2,26,Muhanga,Medium,4,187.05,50+ kWh,61651.45
Iron,869,1.11,1,12,Muhanga,Medium,4,187.05,50+ kWh,61651.45
Iron,865,1.2,1,6,Musanze,Medium,3,120.77,50+ kWh,37194.13
Refrigerator,149,24.0,1,30,Musanze,Medium,3,120.77,50+ kWh,37194.13
LED Lamp,8,5.48,3,27,Musanze,Medium,3,120.77,50+ kWh,37194.13
Phone Charger,9,3.88,3,29,Musanze,Medium,3,120.77,50+ kWh,37194.13
Radio,21,1.14,1,28,Musanze,Medium,3,120.77,50+ kWh,37194.13
Laptop,46,5.79,1,26,Kigali,Medium,2,164.05,50+ kWh,53164.45
LED Lamp,9,5.98,4,25,Kigali,Medium,2,164.05,50+ kWh,53164.45
Phone Charger,10,3.75,3,29,Kigali,Medium,2,164.05,50+ kWh,53164.45
Refrigerator,186,24.0,1,30,Kigali,Medium,2,164.05,50+ kWh,53164.45
Iron,1113,1.87,1,7,Kigali,Medium,2,164.05,50+ kWh,53164.45
Electric Kettle,1048,1.41,1,29,Rubavu,Medium,2,152.93,50+ kWh,49061.17
TV,135,5.7,2,29,Rubavu,Medium,2,152.93,50+ kWh,49061.17
Fan,40,6.33,3,28,Rubavu,Medium,2,152.93,50+ kWh,49061.17
Phone Charger,14,5.71,3,29,Rubavu,Medium,2,152.93,50+ kWh,49061.17
LED Lamp,13,7.52,5,27,Rubavu,Medium,2,152.93,50+ kWh,49061.17
Blender,555,0.61,1,9,Rubavu,Medium,2,152.93,50+ kWh,49061.17
Laptop,89,4.91,2,24,Rubavu,Medium,2,152.93,50+ kWh,49061.17
TV,101,2.74,1,25,Kigali,Low,2,35.31,21-50 kWh,6526.1
Phone Charger,14,2.42,1,28,Kigali,Low,2,35.31,21-50 kWh,6526.1
Iron,1005,0.61,1,12,Kigali,Low,2,35.31,21-50 kWh,6526.1
Fan,56,4.56,2,21,Kigali,Low,2,35.31,21-50 kWh,6526.1
LED Lamp,13,5.71,4,27,Kigali,Low,2,35.31,21-50 kWh,6526.1
Radio,21,3.02,1,21,Kigali,Low,2,35.31,21-50 kWh,6526.1
TV,131,2.07,1,28,Rusizi,Low,2,23.49,21-50 kWh,2861.9
Radio,5,4.88,1,20,Rusizi,Low,2,23.49,21-50 kWh,2861.9
LED Lamp,9,5.7,2,29,Rusizi,Low,2,23.49,21-50 kWh,2861.9
Iron,902,0.87,1,4,Rusizi,Low,2,23.49,21-50 kWh,2861.9
Phone Charger,15,2.54,3,26,Rusizi,Low,2,23.49,21-50 kWh,2861.9
Fan,48,2.44,2,27,Rusizi,Low,2,23.49,21-50 kWh,2861.9
Fan,60,4.57,2,22,Rusizi,Low,5,49.88,21-50 kWh,11042.8
LED Lamp,9,5.36,5,26,Rusizi,Low,5,49.88,21-50 kWh,11042.8
Radio,8,4.91,1,26,Rusizi,Low,5,49.88,21-50 kWh,11042.8
Phone Charger,15,2.56,3,27,Rusizi,Low,5,49.88,21-50 kWh,11042.8
TV,122,4.2,1,30,Rusizi,Low,5,49.88,21-50 kWh,11042.8
Iron,1025,1.47,1,8,Rusizi,Low,5,49.88,21-50 kWh,11042.8
LED Lamp,14,3.3,5,25,Rubavu,Low,5,10.77,0-20 kWh,958.53
Radio,17,3.85,1,27,Rubavu,Low,5,10.77,0-20 kWh,958.53
Phone Charger,15,3.7,2,29,Rubavu,Low,5,10.77,0-20 kWh,958.53
Radio,14,2.62,1,24,Rubavu,Low,5,23.92,21-50 kWh,2995.2
Fan,69,5.05,2,28,Rubavu,Low,5,23.92,21-50 kWh,2995.2
Phone Charger,14,3.0,3,28,Rubavu,Low,5,23.92,21-50 kWh,2995.2
Electric Kettle,1011,1.14,1,23,Rubavu,High,8,717.73,50+ kWh,257472.37
LED Lamp,13,9.08,4,25,Rubavu,High,8,717.73,50+ kWh,257472.37
Fan,72,9.81,2,26,Rubavu,High,8,717.73,50+ kWh,257472.37
AC,1943,4.85,2,17,Rubavu,High,8,717.73,50+ kWh,257472.37
Phone Charger,10,7.66,6,29,Rubavu,High,8,717.73,50+ kWh,257472.37
Water Heater,2293,2.89,2,22,Rubavu,High,8,717.73,50+ kWh,257472.37
Blender,508,0.59,1,11,Rubavu,High,8,717.73,50+ kWh,257472.37
Washing Machine,569,2.75,1,9,Rubavu,High,8,717.73,50+ kWh,257472.37
TV,70,4.56,2,30,Huye,Medium,6,193.47,50+ kWh,64020.43
Iron,963,2.0,1,4,Huye,Medium,6,193.47,50+ kWh,64020.43
Electric Kettle,1441,0.7,1,30,Huye,Medium,6,193.47,50+ kWh,64020.43
Blender,538,0.56,1,18,Huye,Medium,6,193.47,50+ kWh,64020.43
Refrigerator,121,24.0,1,30,Huye,Medium,6,193.47,50+ kWh,64020.43
Laptop,62,4.15,2,29,Huye,Medium,6,193.47,50+ kWh,64020.43
Radio,19,1.29,1,29,Huye,Medium,6,193.47,50+ kWh,64020.43
Fan,72,5.22,3,25,Huye,Medium,6,193.47,50+ kWh,64020.43
AC,2529,5.11,2,11,Huye,High,8,454.44,50+ kWh,160318.36
Phone Charger,10,4.84,5,26,Huye,High,8,454.44,50+ kWh,160318.36
Microwave,990,0.87,2,24,Huye,High,8,454.44,50+ kWh,160318.36
Iron,1141,1.15,1,7,Huye,High,8,454.44,50+ kWh,160318.36
Electric Kettle,1413,1.0,2,26,Huye,High,8,454.44,50+ kWh,160318.36
TV,135,4.8,2,28,Huye,High,8,454.44,50+ kWh,160318.36
Washing Machine,440,2.01,1,4,Huye,High,8,454.44,50+ kWh,160318.36
Fan,51,5.81,1,15,Huye,Low,6,6.68,0-20 kWh,594.52
Radio,11,2.57,1,23,Huye,Low,6,6.68,0-20 kWh,594.52
LED Lamp,9,3.15,2,28,Huye,Low,6,6.68,0-20 kWh,594.52
TV,79,5.56,1,30,Rubavu,Medium,2,171.43,50+ kWh,55887.67
Laptop,71,3.28,2,27,Rubavu,Medium,2,171.43,50+ kWh,55887.67
Refrigerator,137,24.0,1,30,Rubavu,Medium,2,171.43,50+ kWh,55887.67
Electric Kettle,1333,1.15,1,24,Rubavu,Medium,2,171.43,50+ kWh,55887.67
Iron,1031,0.86,1,8,Rubavu,Medium,2,171.43,50+ kWh,55887.67
Blender,591,0.41,1,13,Rubavu,Medium,2,171.43,50+ kWh,55887.67
LED Lamp,6,5.97,5,29,Kigali,Low,7,19.02,0-20 kWh,1692.78
Iron,814,0.87,1,12,Kigali,Low,7,19.02,0-20 kWh,1692.78
Radio,13,2.63,1,26,Kigali,Low,7,19.02,0-20 kWh,1692.78
Phone Charger,10,3.84,2,29,Kigali,Low,7,19.02,0-20 kWh,1692.78
Fan,55,2.68,1,15,Kigali,Low,7,19.02,0-20 kWh,1692.78
TV,107,4.61,2,27,Rubavu,Medium,7,196.75,50+ kWh,65230.75
Electric Kettle,1152,0.96,1,28,Rubavu,Medium,7,196.75,50+ kWh,65230.75
Laptop,40,4.19,2,20,Rubavu,Medium,7,196.75,50+ kWh,65230.75
Blender,332,0.32,1,18,Rubavu,Medium,7,196.75,50+ kWh,65230.75
Fan,49,5.08,2,25,Rubavu,Medium,7,196.75,50+ kWh,65230.75
Refrigerator,164,24.0,1,30,Rubavu,Medium,7,196.75,50+ kWh,65230.75
Radio,7,2.01,1,25,Huye,Low,6,34.96,21-50 kWh,6417.6
TV,132,3.55,1,28,Huye,Low,6,34.96,21-50 kWh,6417.6
Phone Charger,12,2.49,3,30,Huye,Low,6,34.96,21-50 kWh,6417.6
Iron,885,1.08,1,9,Huye,Low,6,34.96,21-50 kWh,6417.6
LED Lamp,8,5.47,3,26,Huye,Low,6,34.96,21-50 kWh,6417.6
Fan,47,5.56,1,26,Huye,Low,6,34.96,21-50 kWh,6417.6
Phone Charger,7,7.27,5,27,Kigali,High,8,375.67,50+ kWh,131252.23
LED Lamp,6,7.85,5,28,Kigali,High,8,375.67,50+ kWh,131252.23
Blender,533,0.65,2,17,Kigali,High,8,375.67,50+ kWh,131252.23
TV,141,6.07,3,28,Kigali,High,8,375.67,50+ kWh,131252.23
Electric Kettle,1350,1.51,2,26,Kigali,High,8,375.67,50+ kWh,131252.23
AC,1949,6.81,1,13,Kigali,High,8,375.67,50+ kWh,131252.23
Phone Charger,9,2.86,1,27,Kigali,Low,5,6.3,0-20 kWh,560.7
Radio,13,2.31,1,28,Kigali,Low,5,6.3,0-20 kWh,560.7
LED Lamp,15,5.89,2,27,Kigali,Low,5,6.3,0-20 kWh,560.7
Phone Charger,9,2.82,3,27,Rusizi,Low,4,27.63,21-50 kWh,4145.3
Radio,13,2.32,1,24,Rusizi,Low,4,27.63,21-50 kWh,4145.3
LED Lamp,12,5.96,4,26,Rusizi,Low,4,27.63,21-50 kWh,4145.3
Iron,1103,1.0,1,5,Rusizi,Low,4,27.63,21-50 kWh,4145.3
Fan,69,3.08,2,28,Rusizi,Low,4,27.63,21-50 kWh,4145.3
LED Lamp,12,6.89,3,26,Kigali,Medium,5,181.33,50+ kWh,59540.77
Phone Charger,7,4.76,4,29,Kigali,Medium,5,181.33,50+ kWh,59540.77
Refrigerator,142,24.0,1,30,Kigali,Medium,5,181.33,50+ kWh,59540.77
TV,107,5.86,2,30,Kigali,Medium,5,181.33,50+ kWh,59540.77
Fan,46,4.29,1,29,Kigali,Medium,5,181.33,50+ kWh,59540.77
Laptop,63,5.78,2,25,Kigali,Medium,5,181.33,50+ kWh,59540.77
Radio,21,1.52,1,21,Kigali,Medium,5,181.33,50+ kWh,59540.77
Blender,583,0.58,1,10,Kigali,Medium,5,181.33,50+ kWh,59540.77
Washing Machine,571,1.39,1,4,Kigali,Medium,5,181.33,50+ kWh,59540.77
Laptop,64,5.26,2,27,Muhanga,Medium,4,102.0,50+ kWh,30268.0
LED Lamp,11,7.88,5,28,Muhanga,Medium,4,102.0,50+ kWh,30268.0
Iron,989,1.76,1,12,Muhanga,Medium,4,102.0,50+ kWh,30268.0
Blender,363,0.53,1,12,Muhanga,Medium,4,102.0,50+ kWh,30268.0
TV,128,5.44,2,29,Muhanga,Medium,4,102.0,50+ kWh,30268.0
Fan,45,5.99,2,15,Muhanga,Medium,4,102.0,50+ kWh,30268.0
Laptop,73,3.64,2,26,Musanze,Medium,2,142.42,50+ kWh,45182.98
LED Lamp,13,5.09,6,29,Musanze,Medium,2,142.42,50+ kWh,45182.98
Refrigerator,133,24.0,1,30,Musanze,Medium,2,142.42,50+ kWh,45182.98
Blender,571,0.61,1,20,Musanze,Medium,2,142.42,50+ kWh,45182.98
Iron,1151,0.51,1,10,Musanze,Medium,2,142.42,50+ kWh,45182.98
TV,61,4.8,1,29,Musanze,Medium,2,142.42,50+ kWh,45182.98
LED Lamp,13,5.53,8,27,Kigali,High,4,427.61,50+ kWh,150418.09
Microwave,1147,1.14,2,16,Kigali,High,4,427.61,50+ kWh,150418.09
Electric Kettle,1246,1.27,2,24,Kigali,High,4,427.61,50+ kWh,150418.09
Laptop,49,3.4,1,27,Kigali,High,4,427.61,50+ kWh,150418.09
Iron,886,1.04,1,7,Kigali,High,4,427.61,50+ kWh,150418.09
Phone Charger,13,7.84,5,26,Kigali,High,4,427.61,50+ kWh,150418.09
Washing Machine,556,2.79,1,12,Kigali,High,4,427.61,50+ kWh,150418.09
Fan,52,5.59,3,17,Kigali,High,4,427.61,50+ kWh,150418.09
Water Heater,2794,3.85,1,22,Kigali,High,4,427.61,50+ kWh,150418.09
Washing Machine,781,1.62,1,11,Kigali,Medium,5,123.51,50+ kWh,38205.19
Iron,925,2.49,1,8,Kigali,Medium,5,123.51,50+ kWh,38205.19
TV,100,4.56,2,27,Kigali,Medium,5,123.51,50+ kWh,38205.19
Fan,64,3.44,3,20,Kigali,Medium,5,123.51,50+ kWh,38205.19
Electric Kettle,1434,1.0,1,23,Kigali,Medium,5,123.51,50+ kWh,38205.19
LED Lamp,8,6.78,4,30,Kigali,Medium,5,123.51,50+ kWh,38205.19
Laptop,58,4.26,2,28,Kigali,Medium,5,123.51,50+ kWh,38205.19
Phone Charger,15,5.45,4,28,Rusizi,Medium,6,201.34,50+ kWh,66924.46
TV,78,5.83,2,28,Rusizi,Medium,6,201.34,50+ kWh,66924.46
Laptop,41,2.11,2,26,Rusizi,Medium,6,201.34,50+ kWh,66924.46
Refrigerator,183,24.0,1,30,Rusizi,Medium,6,201.34,50+ kWh,66924.46
Blender,593,0.59,1,8,Rusizi,Medium,6,201.34,50+ kWh,66924.46
Electric Kettle,1106,0.66,1,30,Rusizi,Medium,6,201.34,50+ kWh,66924.46
Iron,900,0.71,1,9,Rusizi,Medium,6,201.34,50+ kWh,66924.46
AC,2637,5.44,2,11,Muhanga,High,8,569.88,50+ kWh,202915.72
Microwave,966,0.68,2,19,Muhanga,High,8,569.88,50+ kWh,202915.72
Fan,47,9.19,2,20,Muhanga,High,8,569.88,50+ kWh,202915.72
Electric Kettle,1098,1.09,2,24,Muhanga,High,8,569.88,50+ kWh,202915.72
Refrigerator,116,24.0,1,30,Muhanga,High,8,569.88,50+ kWh,202915.72
Blender,507,0.66,1,15,Muhanga,High,8,569.88,50+ kWh,202915.72
Phone Charger,7,6.69,3,27,Muhanga,High,8,569.88,50+ kWh,202915.72
Washing Machine,770,2.05,1,4,Muhanga,High,8,569.88,50+ kWh,202915.72
LED Lamp,13,5.62,8,29,Muhanga,High,8,569.88,50+ kWh,202915.72
Iron,1082,2.77,1,9,Muhanga,High,8,569.88,50+ kWh,202915.72
Laptop,74,3.25,2,25,Muhanga,High,8,569.88,50+ kWh,202915.72
LED Lamp,14,3.73,3,27,Nyagatare,Low,7,16.03,0-20 kWh,1426.67
Fan,41,3.81,1,22,Nyagatare,Low,7,16.03,0-20 kWh,1426.67
Radio,9,2.16,1,28,Nyagatare,Low,7,16.03,0-20 kWh,1426.67
TV,73,3.07,1,27,Nyagatare,Low,7,16.03,0-20 kWh,1426.67
Phone Charger,10,3.28,2,27,Nyagatare,Low,7,16.03,0-20 kWh,1426.67
Iron,948,0.55,1,4,Rubavu,Medium,5,73.38,50+ kWh,19707.22
Electric Kettle,1475,1.47,1,30,Rubavu,Medium,5,73.38,50+ kWh,19707.22
Phone Charger,7,5.28,3,28,Rubavu,Medium,5,73.38,50+ kWh,19707.22
LED Lamp,6,6.01,3,29,Rubavu,Medium,5,73.38,50+ kWh,19707.22
Iron,1122,1.55,1,8,Nyagatare,Medium,6,39.31,21-50 kWh,7766.1
Blender,451,0.59,1,12,Nyagatare,Medium,6,39.31,21-50 kWh,7766.1
LED Lamp,6,4.47,3,30,Nyagatare,Medium,6,39.31,21-50 kWh,7766.1
Fan,66,4.25,2,23,Nyagatare,Medium,6,39.31,21-50 kWh,7766.1
Phone Charger,13,4.74,4,28,Nyagatare,Medium,6,39.31,21-50 kWh,7766.1
Iron,828,1.77,1,12,Muhanga,Low,5,33.44,21-50 kWh,5946.4
Fan,71,2.97,1,16,Muhanga,Low,5,33.44,21-50 kWh,5946.4
Radio,15,3.97,1,23,Muhanga,Low,5,33.44,21-50 kWh,5946.4
Phone Charger,13,2.57,2,29,Muhanga,Low,5,33.44,21-50 kWh,5946.4
TV,89,3.68,1,28,Muhanga,Low,5,33.44,21-50 kWh,5946.4
LED Lamp,7,6.91,3,29,Musanze,Medium,2,201.52,50+ kWh,66990.88
Fan,55,7.22,1,30,Musanze,Medium,2,201.52,50+ kWh,66990.88
Phone Charger,5,4.83,4,25,Musanze,Medium,2,201.52,50+ kWh,66990.88
Refrigerator,138,24.0,1,30,Musanze,Medium,2,201.52,50+ kWh,66990.88
Electric Kettle,1250,1.33,1,23,Musanze,Medium,2,201.52,50+ kWh,66990.88
TV,104,5.75,2,30,Musanze,Medium,2,201.52,50+ kWh,66990.88
Laptop,44,4.5,2,24,Musanze,Medium,2,201.52,50+ kWh,66990.88
Phone Charger,8,4.63,2,27,Rubavu,Medium,4,156.15,50+ kWh,50249.35
Laptop,83,3.45,1,29,Rubavu,Medium,4,156.15,50+ kWh,50249.35
TV,98,3.46,2,30,Rubavu,Medium,4,156.15,50+ kWh,50249.35
LED Lamp,9,5.55,5,29,Rubavu,Medium,4,156.15,50+ kWh,50249.35
Refrigerator,128,24.0,1,30,Rubavu,Medium,4,156.15,50+ kWh,50249.35
Iron,1054,1.69,1,9,Rubavu,Medium,4,156.15,50+ kWh,50249.35
Fan,58,3.18,2,25,Rubavu,Medium,4,156.15,50+ kWh,50249.35
Radio,23,1.38,1,27,Rubavu,Medium,4,156.15,50+ kWh,50249.35
Water Heater,2825,2.79,1,24,Huye,High,2,295.94,50+ kWh,101831.86
Blender,365,0.91,1,16,Huye,High,2,295.94,50+ kWh,101831.86
Phone Charger,9,7.42,3,29,Huye,High,2,295.94,50+ kWh,101831.86
Laptop,76,4.8,2,21,Huye,High,2,295.94,50+ kWh,101831.86
LED Lamp,5,6.81,4,29,Huye,High,2,295.94,50+ kWh,101831.86
Microwave,1049,1.17,1,17,Huye,High,2,295.94,50+ kWh,101831.86
TV,116,5.91,3,27,Huye,High,2,295.94,50+ kWh,101831.86
Fan,50,4.07,2,19,Kigali,Medium,4,99.59,50+ kWh,29378.71
Phone Charger,10,4.93,3,28,Kigali,Medium,4,99.59,50+ kWh,29378.71
Electric Kettle,1491,1.36,1,24,Kigali,Medium,4,99.59,50+ kWh,29378.71
Blender,560,0.33,1,15,Kigali,Medium,4,99.59,50+ kWh,29378.71
TV,83,3.54,2,27,Kigali,Medium,4,99.59,50+ kWh,29378.71
Washing Machine,422,1.98,1,11,Kigali,Medium,4,99.59,50+ kWh,29378.71
LED Lamp,12,6.68,5,28,Kigali,Medium,4,99.59,50+ kWh,29378.71
Fan,67,7.84,1,27,Kigali,Medium,4,45.49,21-50 kWh,9681.9
Blender,388,0.7,1,16,Kigali,Medium,4,45.49,21-50 kWh,9681.9
Phone Charger,6,4.29,3,30,Kigali,Medium,4,45.49,21-50 kWh,9681.9
TV,83,5.71,2,26,Kigali,Medium,4,45.49,21-50 kWh,9681.9
Iron,832,0.65,1,7,Rubavu,Low,6,30.46,21-50 kWh,5022.6
Fan,60,5.49,2,21,Rubavu,Low,6,30.46,21-50 kWh,5022.6
Phone Charger,7,3.21,1,29,Rubavu,Low,6,30.46,21-50 kWh,5022.6
TV,80,2.07,1,30,Rubavu,Low,6,30.46,21-50 kWh,5022.6
Radio,9,2.08,1,29,Rubavu,Low,6,30.46,21-50 kWh,5022.6
LED Lamp,11,5.62,4,27,Rubavu,Low,6,30.46,21-50 kWh,5022.6
Phone Charger,11,6.65,3,28,Rusizi,High,5,256.46,50+ kWh,87263.74
Laptop,64,5.34,2,23,Rusizi,High,5,256.46,50+ kWh,87263.74
TV,100,4.14,2,28,Rusizi,High,5,256.46,50+ kWh,87263.74
Iron,1194,2.54,2,10,Rusizi,High,5,256.46,50+ kWh,87263.74
Microwave,1114,0.71,2,15,Rusizi,High,5,256.46,50+ kWh,87263.74
Washing Machine,477,2.61,1,6,Rusizi,High,5,256.46,50+ kWh,87263.74
Electric Kettle,1402,1.54,2,25,Rusizi,High,5,256.46,50+ kWh,87263.74
LED Lamp,13,6.38,5,28,Rusizi,High,5,256.46,50+ kWh,87263.74
Phone Charger,13,5.82,3,26,Nyagatare,Medium,5,96.64,50+ kWh,28290.16
Iron,1154,2.0,1,4,Nyagatare,Medium,5,96.64,50+ kWh,28290.16
Fan,60,4.94,1,17,Nyagatare,Medium,5,96.64,50+ kWh,28290.16
Radio,24,2.74,1,30,Nyagatare,Medium,5,96.64,50+ kWh,28290.16
LED Lamp,14,4.67,5,28,Nyagatare,Medium,5,96.64,50+ kWh,28290.16
Electric Kettle,1062,1.4,1,30,Nyagatare,Medium,5,96.64,50+ kWh,28290.16
Washing Machine,635,1.49,1,8,Nyagatare,Medium,5,96.64,50+ kWh,28290.16
Blender,539,0.4,1,11,Nyagatare,Medium,5,96.64,50+ kWh,28290.16
