Household_ID,Appliance,Power_Watts,Usage_Hours_Daily,Quantity,Usage_Days_Monthly,Region,Income_Level,Household_Size,Total_kWh_Monthly,Tariff_Bracket,Estimated_Bill_RWF,Month
HH01318,Stove,1352,1.2,1,28,Kigali,Low,1,45.43,21-50 kWh,14083.3,June
HH01319,Radio,47,4.1,1,21,Western,High,4,4.05,0-20 kWh,360.45,January
HH01320,Mobile Charger,6,4.4,3,29,Southern,High,3,2.3,0-20 kWh,204.7,May
HH01321,Stove,1765,1.3,2,28,Southern,Low,1,128.49,50+ kWh,47412.81,March
HH01322,Microwave,1078,9.0,1,23,Northern,Low,8,223.15,50+ kWh,82342.35,June
HH01323,Iron,886,7.6,1,22,Northern,Low,8,148.14,50+ kWh,54663.66,July
HH01324,Water Heater,2414,8.3,2,25,Eastern,High,6,1001.81,50+ kWh,369667.89,January
HH01325,Radio,36,2.9,3,24,Eastern,Low,3,7.52,0-20 kWh,669.28,January
HH01326,Iron,804,4.5,2,25,Eastern,Medium,6,180.9,50+ kWh,66752.1,July
HH01327,Fan,72,8.6,1,28,Kigali,Low,6,17.34,0-20 kWh,1543.26,February
HH01328,TV,141,1.9,1,22,Eastern,High,8,5.89,0-20 kWh,524.21,December
HH01329,Fridge,124,8.3,3,20,Eastern,High,8,61.75,50+ kWh,22785.75,February
HH01330,Microwave,809,3.8,3,24,Southern,Low,6,221.34,50+ kWh,81674.46,June
HH01331,Water Heater,2631,4.1,3,22,Southern,Medium,3,711.95,50+ kWh,262709.55,January
HH01332,Water Heater,2486,1.2,2,25,Eastern,Medium,1,149.16,50+ kWh,55040.04,February
HH01333,Iron,1056,7.8,2,23,Western,Low,8,378.89,50+ kWh,139810.41,October
HH01334,Iron,879,0.5,3,28,Southern,High,5,36.92,21-50 kWh,11445.2,May
HH01335,Light Bulb,12,0.8,1,25,Eastern,Low,6,0.24,0-20 kWh,21.36,February
HH01336,Light Bulb,16,3.8,3,21,Eastern,Medium,7,3.83,0-20 kWh,340.87,June
HH01337,Fan,53,5.2,3,29,Southern,Low,5,23.98,21-50 kWh,7433.8,May
HH01338,Radio,22,0.8,3,27,Kigali,Medium,7,1.43,0-20 kWh,127.27,January
HH01339,Laptop,63,1.6,2,23,Southern,Medium,2,4.64,0-20 kWh,412.96,September
HH01340,Mobile Charger,8,6.7,1,22,Western,Low,3,1.18,0-20 kWh,105.02,July
HH01341,Water Heater,1715,1.9,3,20,Western,Medium,7,195.51,50+ kWh,72143.19,April
HH01342,TV,88,9.8,2,23,Southern,Low,2,39.67,21-50 kWh,12297.7,July
HH01343,Fridge,166,2.2,3,22,Western,High,4,24.1,21-50 kWh,7471.0,June
HH01344,Stove,1611,6.1,3,30,Kigali,Medium,1,884.44,50+ kWh,326358.36,June
HH01345,Fridge,105,2.8,3,21,Eastern,Low,4,18.52,0-20 kWh,1648.28,February
HH01346,Fridge,87,1.7,3,26,Eastern,Medium,8,11.54,0-20 kWh,1027.06,May
HH01347,Light Bulb,15,2.7,3,24,Northern,High,6,2.92,0-20 kWh,259.88,February
HH01348,Microwave,1144,6.3,1,26,Kigali,Low,5,187.39,50+ kWh,69146.91,December
HH01349,Radio,49,1.1,1,28,Southern,Low,8,1.51,0-20 kWh,134.39,October
HH01350,Light Bulb,10,5.8,3,30,Southern,High,5,5.22,0-20 kWh,464.58,March
HH01351,Stove,1088,5.6,2,24,Southern,Low,7,292.45,50+ kWh,107914.05,March
HH01352,Fan,56,5.1,2,25,Eastern,Medium,4,14.28,0-20 kWh,1270.92,July
HH01353,Laptop,30,5.1,2,31,Kigali,Medium,6,9.49,0-20 kWh,844.61,August
HH01354,Fan,44,6.6,2,29,Southern,Low,7,16.84,0-20 kWh,1498.76,April
HH01355,Microwave,853,6.9,3,28,Southern,Low,3,494.4,50+ kWh,182433.6,October
HH01356,Radio,30,8.7,3,22,Eastern,High,5,17.23,0-20 kWh,1533.47,May
HH01357,Iron,800,6.0,1,25,Eastern,Medium,4,120.0,50+ kWh,44280.0,August
HH01358,Light Bulb,12,2.9,1,27,Eastern,Low,2,0.94,0-20 kWh,83.66,February
HH01359,Stove,1209,8.2,1,21,Southern,Low,6,208.19,50+ kWh,76822.11,February
HH01360,Fan,41,6.4,1,24,Kigali,Medium,5,6.3,0-20 kWh,560.7,April
HH01361,Fan,62,10.0,3,23,Eastern,Low,8,42.78,21-50 kWh,13261.8,April
HH01362,Fan,67,1.8,2,28,Kigali,Low,8,6.75,0-20 kWh,600.75,February
HH01363,Washing Machine,741,5.0,1,27,Kigali,Low,2,100.03,50+ kWh,36911.07,October
HH01364,Water Heater,2714,9.4,1,20,Western,Low,1,510.23,50+ kWh,188274.87,February
HH01365,Mobile Charger,5,0.8,3,21,Kigali,High,4,0.25,0-20 kWh,22.25,March
HH01366,Light Bulb,16,6.9,2,29,Kigali,Medium,7,6.4,0-20 kWh,569.6,November
HH01367,Mobile Charger,7,2.2,2,24,Eastern,High,4,0.74,0-20 kWh,65.86,August
HH01368,Radio,31,9.9,3,20,Southern,Low,3,18.41,0-20 kWh,1638.49,March
HH01369,Stove,1685,5.1,1,20,Northern,High,6,171.87,50+ kWh,63420.03,December
HH01370,Radio,28,4.4,1,24,Kigali,Medium,8,2.96,0-20 kWh,263.44,September
HH01371,TV,113,5.4,2,26,Northern,High,6,31.73,21-50 kWh,9836.3,May
HH01372,Light Bulb,11,8.4,2,24,Southern,Medium,6,4.44,0-20 kWh,395.16,December
HH01373,Washing Machine,802,1.9,3,24,Eastern,Medium,5,109.71,50+ kWh,40482.99,May
HH01374,Fan,58,9.0,1,20,Western,Low,3,10.44,0-20 kWh,929.16,March
HH01375,Fridge,87,7.8,2,27,Southern,Medium,4,36.64,21-50 kWh,11358.4,June
HH01376,Fan,70,7.2,2,23,Southern,Low,3,23.18,21-50 kWh,7185.8,November
HH01377,Washing Machine,837,3.2,2,28,Kigali,Medium,8,149.99,50+ kWh,55346.31,January
HH01378,Iron,808,9.7,2,29,Northern,Low,5,454.58,50+ kWh,167740.02,December
HH01379,Water Heater,2812,4.9,3,22,Kigali,Low,2,909.4,50+ kWh,335568.6,March
HH01380,Microwave,930,8.6,2,22,Northern,Medium,4,351.91,50+ kWh,129854.79,August
HH01381,Washing Machine,663,7.7,3,28,Kigali,High,6,428.83,50+ kWh,158238.27,July
HH01382,Microwave,1184,0.8,3,26,Kigali,High,4,73.88,50+ kWh,27261.72,March
HH01383,Fridge,150,2.8,1,20,Southern,Low,8,8.4,0-20 kWh,747.6,November
HH01384,TV,66,2.5,3,28,Eastern,Low,1,13.86,0-20 kWh,1233.54,October
HH01385,Water Heater,1711,0.6,2,22,Eastern,Medium,7,45.17,21-50 kWh,14002.7,November
HH01386,Iron,1059,1.8,2,27,Western,Medium,3,102.93,50+ kWh,37981.17,October
HH01387,Fridge,118,7.9,3,21,Western,Medium,5,58.73,50+ kWh,21671.37,January
HH01388,Stove,1535,4.2,3,28,Southern,Low,2,541.55,50+ kWh,199831.95,December
HH01389,Microwave,832,2.8,3,30,Eastern,High,3,209.66,50+ kWh,77364.54,June
HH01390,Stove,1066,3.0,2,29,Kigali,Medium,5,185.48,50+ kWh,68442.12,March
HH01391,Mobile Charger,10,2.3,2,27,Kigali,Low,1,1.24,0-20 kWh,110.36,July
HH01392,Radio,30,7.4,3,21,Western,Low,7,13.99,0-20 kWh,1245.11,February
HH01393,Fridge,176,5.8,2,23,Eastern,Low,7,46.96,21-50 kWh,14557.6,March
HH01394,Washing Machine,607,4.1,1,28,Southern,Low,3,69.68,50+ kWh,25711.92,October
HH01395,Light Bulb,15,4.5,1,20,Southern,High,8,1.35,0-20 kWh,120.15,May
HH01396,Water Heater,1792,2.3,1,26,Southern,Medium,7,107.16,50+ kWh,39542.04,July
HH01397,Fan,47,7.2,3,26,Eastern,Low,3,26.4,21-50 kWh,8184.0,June
HH01398,Iron,1122,1.0,1,20,Northern,Medium,7,22.44,21-50 kWh,6956.4,March
HH01399,Stove,1525,7.7,1,26,Kigali,Low,6,305.31,50+ kWh,112659.39,November
HH01400,Mobile Charger,8,8.7,1,28,Kigali,Low,1,1.95,0-20 kWh,173.55,October
HH01401,Fan,44,5.8,1,30,Kigali,High,8,7.66,0-20 kWh,681.74,January
HH01402,Laptop,70,7.7,2,31,Eastern,Medium,8,33.42,21-50 kWh,10360.2,March
HH01403,Microwave,931,6.3,2,31,Eastern,High,5,363.65,50+ kWh,134186.85,February
HH01404,Iron,1034,8.0,2,28,Southern,Medium,5,463.23,50+ kWh,170931.87,November
HH01405,Fridge,177,4.6,3,29,Kigali,Low,3,70.84,50+ kWh,26139.96,February
HH01406,Radio,50,0.6,3,26,Eastern,Low,5,2.34,0-20 kWh,208.26,July
HH01407,Mobile Charger,10,4.2,3,31,Kigali,Low,8,3.91,0-20 kWh,347.99,March
HH01408,Radio,24,2.6,1,23,Eastern,Low,1,1.44,0-20 kWh,128.16,August
HH01409,Water Heater,2345,0.7,1,31,Northern,Low,8,50.89,50+ kWh,18778.41,February
HH01410,Fridge,117,2.5,3,31,Southern,Low,5,27.2,21-50 kWh,8432.0,May
HH01411,Microwave,1063,8.2,3,27,Northern,High,7,706.04,50+ kWh,260528.76,May
HH01412,TV,52,9.8,2,25,Kigali,Medium,5,25.48,21-50 kWh,7898.8,October
HH01413,Laptop,63,8.6,2,28,Kigali,Low,5,30.34,21-50 kWh,9405.4,March
HH01414,Light Bulb,18,3.6,3,23,Western,Low,4,4.47,0-20 kWh,397.83,July
HH01415,Microwave,942,9.3,2,23,Eastern,Low,8,402.99,50+ kWh,148703.31,November
HH01416,Microwave,1103,8.3,1,28,Kigali,High,6,256.34,50+ kWh,94589.46,November
HH01417,Mobile Charger,5,8.8,2,23,Kigali,Low,2,2.02,0-20 kWh,179.78,July
HH01418,Light Bulb,17,1.7,2,23,Southern,Medium,1,1.33,0-20 kWh,118.37,May
HH01419,Laptop,62,0.9,1,23,Northern,Low,2,1.28,0-20 kWh,113.92,June
HH01420,Iron,1099,3.8,3,30,Kigali,Low,8,375.86,50+ kWh,138692.34,November
HH01421,Radio,31,2.7,2,22,Kigali,Medium,7,3.68,0-20 kWh,327.52,December
HH01422,Microwave,1132,6.8,2,29,Southern,High,2,446.46,50+ kWh,164743.74,March
HH01423,Stove,1078,4.8,1,20,Southern,Low,4,103.49,50+ kWh,38187.81,March
HH01424,Fridge,112,9.3,2,24,Northern,Medium,1,50.0,21-50 kWh,15500.0,September
HH01425,Mobile Charger,6,1.7,1,21,Northern,Low,4,0.21,0-20 kWh,18.69,July
HH01426,Fan,43,1.1,2,29,Eastern,Medium,7,2.74,0-20 kWh,243.86,August
HH01427,Laptop,68,4.8,3,31,Southern,High,1,30.36,21-50 kWh,9411.6,December
HH01428,Radio,36,9.5,2,21,Southern,Medium,3,14.36,0-20 kWh,1278.04,January
HH01429,Washing Machine,1000,9.6,3,24,Kigali,Medium,7,691.2,50+ kWh,255052.8,March
HH01430,Fridge,130,2.0,3,27,Western,High,2,21.06,21-50 kWh,6528.6,May
HH01431,Water Heater,1829,7.9,1,23,Kigali,High,2,332.33,50+ kWh,122629.77,January
HH01432,Washing Machine,842,2.2,3,21,Southern,High,8,116.7,50+ kWh,43062.3,February
HH01433,Fridge,154,0.7,1,31,Northern,Low,5,3.34,0-20 kWh,297.26,September
HH01434,Microwave,1066,3.0,3,21,Northern,High,8,201.47,50+ kWh,74342.43,January
HH01435,Microwave,1016,6.8,1,29,Kigali,Low,1,200.36,50+ kWh,73932.84,July
HH01436,Laptop,58,0.6,3,22,Eastern,Low,4,2.3,0-20 kWh,204.7,November
HH01437,Washing Machine,723,1.8,1,28,Western,Low,7,36.44,21-50 kWh,11296.4,September
HH01438,Water Heater,1511,6.3,1,21,Northern,Low,7,199.91,50+ kWh,73766.79,February
HH01439,Radio,34,8.1,1,23,Kigali,Medium,8,6.33,0-20 kWh,563.37,July
HH01440,Fridge,92,4.5,3,28,Western,Low,8,34.78,21-50 kWh,10781.8,August
HH01441,Washing Machine,889,2.9,3,26,Kigali,Medium,8,201.09,50+ kWh,74202.21,August
HH01442,Radio,46,7.9,2,25,Western,High,4,18.17,0-20 kWh,1617.13,March
HH01443,Stove,1725,8.6,1,25,Eastern,High,5,370.88,50+ kWh,136854.72,September
HH01444,Iron,935,5.4,3,22,Northern,Low,4,333.23,50+ kWh,122961.87,August
HH01445,Fridge,189,8.7,3,23,Northern,Medium,4,113.46,50+ kWh,41866.74,March
HH01446,TV,67,7.2,2,21,Eastern,Low,7,20.26,21-50 kWh,6280.6,May
HH01447,Microwave,907,1.6,2,27,Eastern,High,8,78.36,50+ kWh,28914.84,August
HH01448,Iron,964,9.0,1,25,Western,Medium,8,216.9,50+ kWh,80036.1,October
HH01449,Washing Machine,764,8.2,1,26,Kigali,High,2,162.88,50+ kWh,60102.72,July
HH01450,Laptop,41,3.6,2,31,Northern,Low,3,9.15,0-20 kWh,814.35,June
HH01451,Fridge,115,9.0,2,30,Eastern,High,7,62.1,50+ kWh,22914.9,September
HH01452,Washing Machine,960,0.9,3,23,Western,Medium,2,59.62,50+ kWh,21999.78,February
HH01453,Light Bulb,15,6.4,2,23,Western,Medium,6,4.42,0-20 kWh,393.38,December
HH01454,Stove,1662,9.8,3,25,Western,Low,6,1221.57,50+ kWh,450759.33,July
HH01455,Microwave,896,7.1,3,29,Southern,High,3,553.46,50+ kWh,204226.74,March
HH01456,Laptop,55,6.3,2,31,Eastern,Medium,8,21.48,21-50 kWh,6658.8,September
HH01457,Microwave,1152,7.3,3,31,Western,High,4,782.09,50+ kWh,288591.21,August
HH01458,Fridge,167,7.6,3,25,Eastern,Medium,3,95.19,50+ kWh,35125.11,August
HH01459,Microwave,959,8.1,2,29,Western,Medium,5,450.54,50+ kWh,166249.26,June
HH01460,Laptop,69,9.3,1,22,Northern,Medium,8,14.12,0-20 kWh,1256.68,July
HH01461,Iron,950,2.3,1,21,Western,Low,1,45.88,21-50 kWh,14222.8,June
HH01462,Radio,30,5.8,3,22,Eastern,Medium,3,11.48,0-20 kWh,1021.72,January
HH01463,Radio,38,8.5,3,23,Eastern,Low,2,22.29,21-50 kWh,6909.9,January
HH01464,Stove,1680,3.7,2,28,Eastern,Low,6,348.1,50+ kWh,128448.9,January
HH01465,Water Heater,1887,8.8,2,22,Northern,Medium,4,730.65,50+ kWh,269609.85,February
HH01466,TV,117,1.5,3,29,Western,High,6,15.27,0-20 kWh,1359.03,October
HH01467,Stove,1400,3.0,2,24,Northern,Low,1,201.6,50+ kWh,74390.4,November
HH01468,Stove,1156,6.2,2,25,Kigali,Low,2,358.36,50+ kWh,132234.84,January
HH01469,Fridge,105,9.1,3,24,Kigali,High,5,68.8,50+ kWh,25387.2,November
HH01470,Microwave,929,6.5,2,29,Kigali,Medium,8,350.23,50+ kWh,129234.87,September
HH01471,Radio,42,7.5,3,22,Eastern,High,8,20.79,21-50 kWh,6444.9,July
HH01472,Water Heater,2586,8.1,2,25,Southern,Medium,8,1047.33,50+ kWh,386464.77,February
HH01473,Fan,61,3.6,3,21,Kigali,Medium,1,13.83,0-20 kWh,1230.87,December
HH01474,Microwave,997,5.7,3,25,Kigali,Low,2,426.22,50+ kWh,157275.18,August
HH01475,Radio,37,6.2,3,21,Western,Low,6,14.45,0-20 kWh,1286.05,January
HH01476,Laptop,63,2.1,2,21,Western,High,5,5.56,0-20 kWh,494.84,March
HH01477,Stove,1226,9.0,2,29,Eastern,Low,6,639.97,50+ kWh,236148.93,February
HH01478,Fridge,138,6.2,3,28,Eastern,Low,8,71.87,50+ kWh,26520.03,March
HH01479,Iron,874,3.0,2,25,Western,Medium,7,131.1,50+ kWh,48375.9,November
HH01480,Washing Machine,757,2.4,2,26,Eastern,Low,3,94.47,50+ kWh,34859.43,February
HH01481,Light Bulb,10,10.0,1,31,Western,High,6,3.1,0-20 kWh,275.9,June
HH01482,Water Heater,1567,9.2,2,23,Eastern,Medium,8,663.15,50+ kWh,244702.35,May
HH01483,Microwave,1043,1.7,3,30,Southern,Low,8,159.58,50+ kWh,58885.02,January
HH01484,Stove,1645,2.7,3,27,Western,High,6,359.76,50+ kWh,132751.44,May
HH01485,Fan,63,7.2,3,28,Eastern,Low,2,38.1,21-50 kWh,11811.0,September
HH01486,Mobile Charger,6,1.4,3,27,Kigali,Low,8,0.68,0-20 kWh,60.52,April
HH01487,Radio,45,5.1,3,22,Southern,High,7,15.15,0-20 kWh,1348.35,November
HH01488,Radio,25,6.1,1,29,Northern,Medium,5,4.42,0-20 kWh,393.38,January
HH01489,Mobile Charger,6,3.2,2,20,Eastern,Low,7,0.77,0-20 kWh,68.53,December
HH01490,Stove,1942,6.4,3,29,Kigali,Low,6,1081.31,50+ kWh,399003.39,November
HH01491,Fan,71,1.9,3,28,Western,Medium,3,11.33,0-20 kWh,1008.37,July
HH01492,Water Heater,2785,0.6,3,31,Eastern,Medium,3,155.4,50+ kWh,57342.6,June
HH01493,Water Heater,2426,2.5,1,24,Northern,Low,7,145.56,50+ kWh,53711.64,November
HH01494,TV,53,3.6,1,28,Northern,Medium,8,5.34,0-20 kWh,475.26,December
HH01495,Washing Machine,946,6.4,2,21,Southern,Medium,3,254.28,50+ kWh,93829.32,January
HH01496,TV,115,3.5,3,24,Southern,High,7,28.98,21-50 kWh,8983.8,July
HH01497,Fridge,129,5.0,3,27,Northern,Low,5,52.24,50+ kWh,19276.56,March
HH01498,Mobile Charger,9,1.1,1,22,Northern,High,5,0.22,0-20 kWh,19.58,August
HH01499,Light Bulb,14,1.2,3,25,Eastern,High,4,1.26,0-20 kWh,112.14,March
HH01500,Light Bulb,18,8.6,2,30,Southern,Low,3,9.29,0-20 kWh,826.81,September
HH01501,Water Heater,2208,8.9,1,31,Southern,Low,4,609.19,50+ kWh,224791.11,January
HH01502,Stove,1718,6.6,1,28,Eastern,High,3,317.49,50+ kWh,117153.81,August
HH01503,Fan,54,3.4,2,23,Kigali,Low,6,8.45,0-20 kWh,752.05,March
HH01504,Mobile Charger,9,1.1,1,26,Southern,Medium,2,0.26,0-20 kWh,23.14,December
HH01505,Iron,1023,2.8,3,29,Kigali,Low,7,249.2,50+ kWh,91954.8,August
HH01506,TV,76,7.1,3,20,Northern,High,6,32.38,21-50 kWh,10037.8,November
HH01507,Microwave,803,1.6,3,26,Kigali,Medium,6,100.21,50+ kWh,36977.49,May
HH01508,Radio,40,0.7,2,27,Northern,High,8,1.51,0-20 kWh,134.39,April
HH01509,Stove,1594,8.4,1,20,Kigali,Low,8,267.79,50+ kWh,98814.51,March
HH01510,Radio,27,4.9,1,21,Southern,Low,2,2.78,0-20 kWh,247.42,May
HH01511,Mobile Charger,6,4.0,3,25,Eastern,High,4,1.8,0-20 kWh,160.2,August
HH01512,Water Heater,2372,4.1,2,22,Eastern,High,4,427.91,50+ kWh,157898.79,January
HH01513,Light Bulb,12,1.3,2,20,Kigali,High,6,0.62,0-20 kWh,55.18,July
HH01514,Radio,22,6.9,2,29,Western,Low,4,8.8,0-20 kWh,783.2,May
HH01515,Laptop,62,5.2,2,21,Northern,Medium,5,13.54,0-20 kWh,1205.06,August
HH01516,Radio,22,7.7,2,20,Kigali,Low,5,6.78,0-20 kWh,603.42,August
HH01517,Water Heater,2268,0.8,1,29,Eastern,Medium,3,52.62,50+ kWh,19416.78,July
HH01518,Mobile Charger,9,2.0,3,31,Western,High,1,1.67,0-20 kWh,148.63,January
HH01519,Fridge,162,1.9,2,20,Kigali,High,5,12.31,0-20 kWh,1095.59,December
HH01520,Fan,59,1.7,2,21,Western,Medium,4,4.21,0-20 kWh,374.69,March
HH01521,Iron,891,2.0,1,27,Western,Low,4,48.11,21-50 kWh,14914.1,February
HH01522,Water Heater,2118,0.8,2,28,Eastern,High,1,94.89,50+ kWh,35014.41,March
HH01523,Mobile Charger,6,3.6,1,23,Northern,Medium,7,0.5,0-20 kWh,44.5,August
HH01524,Laptop,60,3.8,1,20,Eastern,Medium,2,4.56,0-20 kWh,405.84,May
HH01525,Water Heater,2494,2.6,2,23,Northern,High,7,298.28,50+ kWh,110065.32,July
HH01526,Radio,22,2.0,1,30,Northern,Medium,5,1.32,0-20 kWh,117.48,March
HH01527,Fan,56,7.8,3,25,Kigali,Medium,1,32.76,21-50 kWh,10155.6,May
HH01528,Laptop,41,8.4,3,30,Western,High,5,31.0,21-50 kWh,9610.0,May
HH01529,Mobile Charger,5,1.6,2,29,Kigali,Medium,6,0.46,0-20 kWh,40.94,August
HH01530,Stove,1258,3.7,3,21,Western,High,7,293.24,50+ kWh,108205.56,October
HH01531,Iron,1049,4.9,3,25,Eastern,Medium,7,385.51,50+ kWh,142253.19,November
HH01532,Iron,996,4.6,1,22,Eastern,Low,7,100.8,50+ kWh,37195.2,April
HH01533,Fridge,122,2.2,2,28,Kigali,High,3,15.03,0-20 kWh,1337.67,June
HH01534,Microwave,815,4.1,3,31,Eastern,Low,3,310.76,50+ kWh,114670.44,April
HH01535,Washing Machine,833,1.6,2,31,Northern,Low,2,82.63,50+ kWh,30490.47,December
HH01536,Light Bulb,14,8.8,3,21,Northern,High,7,7.76,0-20 kWh,690.64,November
HH01537,TV,98,2.7,3,24,Western,Medium,5,19.05,0-20 kWh,1695.45,February
HH01538,Fridge,173,9.7,1,25,Northern,Low,5,41.95,21-50 kWh,13004.5,February
HH01539,Microwave,1115,1.0,2,27,Western,High,5,60.21,50+ kWh,22217.49,August
HH01540,Light Bulb,15,7.5,3,31,Northern,Medium,2,10.46,0-20 kWh,930.94,November
HH01541,Laptop,32,2.5,1,23,Northern,High,8,1.84,0-20 kWh,163.76,October
HH01542,Fridge,87,1.9,3,27,Northern,Medium,6,13.39,0-20 kWh,1191.71,December
HH01543,Fan,65,6.5,3,27,Kigali,Low,7,34.22,21-50 kWh,10608.2,April
HH01544,Fridge,117,4.1,3,31,Western,High,5,44.61,21-50 kWh,13829.1,October
HH01545,Fridge,180,3.1,1,30,Southern,High,2,16.74,0-20 kWh,1489.86,June
HH01546,Washing Machine,524,4.5,1,30,Eastern,Medium,4,70.74,50+ kWh,26103.06,May
HH01547,Mobile Charger,9,8.9,2,26,Kigali,Low,4,4.17,0-20 kWh,371.13,October
HH01548,Stove,1540,9.2,3,20,Southern,Medium,2,850.08,50+ kWh,313679.52,February
HH01549,Water Heater,2375,4.1,3,20,Southern,Low,8,584.25,50+ kWh,215588.25,May
HH01550,Iron,921,8.7,2,22,Southern,Medium,3,352.56,50+ kWh,130094.64,March
HH01551,Iron,917,7.0,3,26,Western,Medium,6,500.68,50+ kWh,184750.92,December
HH01552,Fridge,159,7.3,1,23,Southern,Medium,4,26.7,21-50 kWh,8277.0,July
HH01553,Microwave,829,2.9,3,27,Eastern,Low,5,194.73,50+ kWh,71855.37,January
HH01554,Laptop,38,1.2,1,28,Southern,Low,7,1.28,0-20 kWh,113.92,August
HH01555,Fridge,171,6.3,3,25,Eastern,High,6,80.8,50+ kWh,29815.2,December
HH01556,TV,128,1.1,1,30,Northern,Medium,8,4.22,0-20 kWh,375.58,November
HH01557,Mobile Charger,8,5.4,3,23,Western,Low,2,2.98,0-20 kWh,265.22,August
HH01558,Laptop,51,8.8,1,29,Western,Low,7,13.02,0-20 kWh,1158.78,March
HH01559,Mobile Charger,10,6.0,3,27,Kigali,High,6,4.86,0-20 kWh,432.54,December
HH01560,Mobile Charger,8,3.6,1,31,Kigali,Low,8,0.89,0-20 kWh,79.21,March
HH01561,Radio,44,6.1,1,22,Western,High,1,5.9,0-20 kWh,525.1,October
HH01562,Laptop,53,2.8,1,22,Kigali,High,3,3.26,0-20 kWh,290.14,April
HH01563,Stove,1967,5.1,2,28,Northern,Low,5,561.78,50+ kWh,207296.82,January
HH01564,Microwave,1126,5.8,2,28,Northern,Medium,4,365.72,50+ kWh,134950.68,January
HH01565,Microwave,1149,6.8,3,27,Southern,Medium,3,632.87,50+ kWh,233529.03,June
HH01566,TV,133,5.5,2,21,Eastern,Medium,7,30.72,21-50 kWh,9523.2,June
HH01567,Water Heater,2147,2.7,1,28,Western,High,6,162.31,50+ kWh,59892.39,January
HH01568,Washing Machine,687,3.0,3,25,Western,Medium,8,154.57,50+ kWh,57036.33,February
HH01569,TV,114,1.0,2,24,Eastern,Low,2,5.47,0-20 kWh,486.83,February
HH01570,Light Bulb,16,7.3,3,22,Western,Medium,4,7.71,0-20 kWh,686.19,September
HH01571,Light Bulb,18,7.5,3,20,Northern,High,2,8.1,0-20 kWh,720.9,November
HH01572,Laptop,57,1.6,3,31,Eastern,Low,1,8.48,0-20 kWh,754.72,March
HH01573,Microwave,1174,5.2,3,28,Southern,High,1,512.8,50+ kWh,189223.2,February
HH01574,Radio,50,8.5,2,23,Eastern,Medium,6,19.55,0-20 kWh,1739.95,October
HH01575,Washing Machine,993,2.1,2,26,Northern,Low,4,108.44,50+ kWh,40014.36,February
HH01576,Fridge,120,5.0,2,22,Kigali,Low,7,26.4,21-50 kWh,8184.0,April
HH01577,TV,110,1.5,3,30,Northern,Medium,2,14.85,0-20 kWh,1321.65,November
HH01578,Light Bulb,18,6.0,1,27,Eastern,Low,5,2.92,0-20 kWh,259.88,August
HH01579,Stove,1410,2.2,1,22,Northern,High,2,68.24,50+ kWh,25180.56,May
HH01580,Fan,60,6.1,3,21,Kigali,Medium,7,23.06,21-50 kWh,7148.6,July
HH01581,Fan,66,8.3,2,27,Northern,Medium,1,29.58,21-50 kWh,9169.8,January
HH01582,Light Bulb,19,5.8,1,24,Kigali,High,1,2.64,0-20 kWh,234.96,February
HH01583,Water Heater,2056,9.3,3,22,Southern,Low,4,1261.97,50+ kWh,465666.93,May
HH01584,Stove,1221,1.3,1,27,Northern,Medium,7,42.86,21-50 kWh,13286.6,October
HH01585,Microwave,1020,5.3,2,30,Eastern,Low,2,324.36,50+ kWh,119688.84,April
HH01586,Water Heater,1713,2.7,3,21,Western,Low,4,291.38,50+ kWh,107519.22,February
HH01587,Water Heater,2187,0.8,1,25,Kigali,Medium,7,43.74,21-50 kWh,13559.4,March
HH01588,Laptop,59,2.9,2,27,Southern,Low,6,9.24,0-20 kWh,822.36,November
HH01589,Radio,40,9.3,1,27,Northern,Low,6,10.04,0-20 kWh,893.56,December
HH01590,TV,78,1.1,3,22,Northern,High,7,5.66,0-20 kWh,503.74,November
HH01591,Washing Machine,956,6.7,2,31,Eastern,High,8,397.12,50+ kWh,146537.28,March
HH01592,Microwave,1080,7.6,3,25,Western,High,7,615.6,50+ kWh,227156.4,March
HH01593,Washing Machine,870,4.7,1,22,Southern,Medium,4,89.96,50+ kWh,33195.24,January
HH01594,Fridge,85,5.5,2,25,Southern,Medium,5,23.38,21-50 kWh,7247.8,October
HH01595,Iron,847,9.2,3,23,Northern,Medium,6,537.68,50+ kWh,198403.92,August
HH01596,Microwave,1183,9.7,3,23,Western,Medium,2,791.78,50+ kWh,292166.82,January
HH01597,Iron,828,8.1,2,22,Southern,Medium,4,295.1,50+ kWh,108891.9,March
HH01598,Microwave,935,8.0,3,31,Western,Medium,8,695.64,50+ kWh,256691.16,December
HH01599,TV,91,4.1,2,27,Northern,High,3,20.15,21-50 kWh,6246.5,December
HH01600,TV,90,2.8,2,26,Western,Low,1,13.1,0-20 kWh,1165.9,October
HH01601,Stove,1632,8.3,3,23,Southern,Medium,7,934.65,50+ kWh,344885.85,April
HH01602,Fan,55,8.0,2,29,Western,High,2,25.52,21-50 kWh,7911.2,May
HH01603,Stove,1397,7.6,3,26,Western,Medium,3,828.14,50+ kWh,305583.66,July
HH01604,Washing Machine,877,1.9,3,25,Eastern,Medium,6,124.97,50+ kWh,46113.93,March
HH01605,Fan,47,7.1,1,21,Kigali,High,3,7.01,0-20 kWh,623.89,August
HH01606,Microwave,949,5.0,1,26,Northern,High,4,123.37,50+ kWh,45523.53,February
